placeName,kakaoPlaceId,primaryType,primaryTypeName,collectionTypes,skinTreatmentConfidence,skinTreatmentSignals,categoryName,categoryGroupCode,categoryGroupName,phone,addressName,roadAddressName,mapX,mapY,placeUrl
꿈꾸는클리닉,27114283,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,1544-5226,서울 강남구 신사동 629-26,서울 강남구 도산대로 237,127.0330272076,37.5217048733,http://place.map.kakao.com/27114283
나나성형외과의원,652160914,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-544-0601,서울 강남구 청담동 78-14,서울 강남구 압구정로 406,127.0412192314,37.5273317609,http://place.map.kakao.com/652160914
나를의원,1811384501,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-543-1020,서울 강남구 신사동 541-7,서울 강남구 가로수길 18,127.0235116919,37.5191771344,http://place.map.kakao.com/1811384501
나아성형외과의원,26543390,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|써마지|여드름|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-514-7997,서울 강남구 신사동 501,서울 강남구 강남대로 616,127.0196933442,37.5169073043,http://place.map.kakao.com/26543390
네이처피부과의원,23151326,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-512-3375,서울 강남구 논현동 94-21,서울 강남구 선릉로 753,127.0392716481,37.5218687465,http://place.map.kakao.com/23151326
노드의원,1754628388,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|울쎄라|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-6011-8800,서울 강남구 역삼동 824-22,서울 강남구 테헤란로8길 8,127.0310434868,37.4982009051,http://place.map.kakao.com/1754628388
노바에스피부과의원,27388191,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|여드름|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-554-9565,서울 강남구 역삼동 820-11,서울 강남구 강남대로 402,127.0278297713,37.49877835,http://place.map.kakao.com/27388191
노블앤코의원,25647783,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|여드름|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-6247-3100,서울 강남구 역삼동 816,서울 강남구 강남대로 422,127.026960691,37.5003490052,http://place.map.kakao.com/25647783
노블와이성형외과의원,15199988,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-3446-7300,서울 강남구 신사동 585-15,서울 강남구 논현로 823,127.0279594053,37.5219188183,http://place.map.kakao.com/15199988
노상훈성형외과의원,1633689284,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,보톡스|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,0507-1417-3639,서울 강남구 논현동 2,서울 강남구 도산대로 110,127.0210211398,37.516279977,http://place.map.kakao.com/1633689284
노즈랩의원,851524732,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-516-0302,서울 강남구 논현동 50-1,서울 강남구 강남대로 556,127.0215446422,37.51159286,http://place.map.kakao.com/851524732
누브의원,1392422337,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|보톡스|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-6207-7179,서울 강남구 역삼동 707-12,서울 강남구 테헤란로44길 7,127.0448957535,37.5023996459,http://place.map.kakao.com/1392422337
누의원,1977760516,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|보톡스|써마지|울쎄라|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-6951-0304,서울 강남구 신사동 650-12,서울 강남구 도산대로45길 10-7,127.0364104324,37.5234869629,http://place.map.kakao.com/1977760516
눈높이성형외과의원,1846523529,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,0503-7151-2878,서울 강남구 역삼동 814-1,서울 강남구 강남대로 446,127.0259469783,37.5023891096,http://place.map.kakao.com/1846523529
눈피부과의원,14750768,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|보톡스|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,0502-5551-2075,서울 강남구 신사동 565-18,서울 강남구 도산대로27길 33,127.0273791313,37.5220432926,http://place.map.kakao.com/14750768
뉴브의원,696130312,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|여드름|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-546-2926,서울 강남구 논현동 120,서울 강남구 강남대로 548,127.0220161413,37.5110566754,http://place.map.kakao.com/696130312
뉴셀의원,1548936696,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|여드름|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,1533-1701,서울 강남구 청담동 87-11,서울 강남구 도산대로 417,127.0411177441,37.5238115808,http://place.map.kakao.com/1548936696
뉴엘의원,548910206,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-515-9998,서울 강남구 논현동 5,서울 강남구 도산대로 134,127.0233244764,37.5173463328,http://place.map.kakao.com/548910206
뉴케이의원,1202074463,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|여드름|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-596-1100,서울 강남구 역삼동 815-2,서울 강남구 강남대로 430,127.0266713997,37.50096626,http://place.map.kakao.com/1202074463
다나성형외과의원,157042204,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,피부레이저,"의료,건강 > 병원 > 성형외과",HP8,병원,02-512-0922,서울 강남구 논현동 1,서울 강남구 강남대로 606,127.0201466463,37.5158305286,http://place.map.kakao.com/157042204
다름성형외과,1556788302,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-558-5011,서울 강남구 역삼동 821-1,서울 강남구 테헤란로 101,127.0280728499,37.4986179133,http://place.map.kakao.com/1556788302
다비다성형외과의원,905522688,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|울쎄라|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-6953-6056,서울 강남구 신사동 591-18,서울 강남구 논현로 822,127.028446911,37.5217790465,http://place.map.kakao.com/905522688
다시온의원,1726868482,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|여드름|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-557-5353,서울 강남구 역삼동 832-7,서울 강남구 강남대로 320,127.0310227582,37.4918316931,http://place.map.kakao.com/1726868482
다움성형외과의원,1425642797,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|여드름|울쎄라|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-538-5045,서울 강남구 역삼동 825-13,서울 강남구 강남대로 388,127.0284591528,37.4974149773,http://place.map.kakao.com/1425642797
다인피부과의원,8217554,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|보톡스|여드름|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-542-0080,서울 강남구 신사동 660-10,서울 강남구 압구정로50길 8,127.0380438902,37.5278085554,http://place.map.kakao.com/8217554
닥터고운선의원,1156891154,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-511-7587,서울 강남구 신사동 639-7,서울 강남구 언주로174길 29,127.0364737671,37.5281027773,http://place.map.kakao.com/1156891154
닥터뉴셀의원,2066955167,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-6956-2227,서울 강남구 역삼동 809-8,서울 강남구 강남대로 458,127.0254632894,37.5034199653,http://place.map.kakao.com/2066955167
닥터디자이너의원 청담점,1418526753,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|울쎄라|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,0507-1456-8883,서울 강남구 청담동 100-17,서울 강남구 압구정로 445,127.0461093905,37.5265388732,http://place.map.kakao.com/1418526753
닥터로미성형외과의원,1256717586,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-515-5551,서울 강남구 신사동 514-16,서울 강남구 도산대로 121,127.0217284305,37.5174079054,http://place.map.kakao.com/1256717586
닥터망고의원,855934270,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,보톡스,"의료,건강 > 병원 > 일반의원",HP8,병원,02-6956-8880,서울 강남구 역삼동 601,서울 강남구 봉은사로 108,127.0255914666,37.5045335804,http://place.map.kakao.com/855934270
닥터미소의원,14616825,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|여드름|피부레이저|필러,"의료,건강 > 병원 > 일반의원",HP8,병원,02-3478-2580,서울 강남구 신사동 578-3,서울 강남구 논현로175길 15,127.0274088089,37.5258617341,http://place.map.kakao.com/14616825
닥터밸리의원,13509632,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-3452-8877,서울 강남구 대치동 944-20,서울 강남구 테헤란로92길 14,127.0611419817,37.5070334325,http://place.map.kakao.com/13509632
닥터베이직의원,17698290,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,1544-1311,서울 강남구 논현동 200,서울 강남구 강남대로 478,127.0246608678,37.5050960057,http://place.map.kakao.com/17698290
닥터본성형외과의원,365418773,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-540-6066,서울 강남구 신사동 547-1,서울 강남구 가로수길 80,127.0227063842,37.5232282009,http://place.map.kakao.com/365418773
닥터봄춘의원,25590881,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,리프팅,"의료,건강 > 병원 > 일반의원",HP8,병원,02-565-6163,서울 강남구 논현동 235-10,서울 강남구 봉은사로 211,127.0352221003,37.5079423068,http://place.map.kakao.com/25590881
닥터비성형외과,1416777071,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|여드름|울쎄라|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-501-0911,서울 강남구 대치동 316,서울 강남구 삼성로 212,127.0635749331,37.495224467,http://place.map.kakao.com/1416777071
닥터소녀로의원,1418955671,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|제모|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-512-7500,서울 강남구 신사동 581-7,서울 강남구 논현로171길 4,127.0280286824,37.5256705761,http://place.map.kakao.com/1418955671
닥터손유나의원,27416033,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-3443-1117,서울 강남구 신사동 666-17,서울 강남구 도산대로53길 6,127.0384286177,37.5235538987,http://place.map.kakao.com/27416033
닥터송포유의원,2122700581,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-517-3309,서울 강남구 역삼동 653-5,서울 강남구 봉은사로 232,127.0377274213,37.5081821015,http://place.map.kakao.com/2122700581
닥터스키니의원,1741464307,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,보톡스,"의료,건강 > 병원 > 일반의원",HP8,병원,02-561-7575,서울 강남구 역삼동 816-3,서울 강남구 강남대로 416,127.0271708303,37.4997741152,http://place.map.kakao.com/1741464307
닥터스프링의원,1118314427,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,필러,"의료,건강 > 병원 > 일반의원",HP8,병원,02-541-0610,서울 강남구 청담동 22-11,서울 강남구 도산대로58길 12,127.0413353879,37.5225636164,http://place.map.kakao.com/1118314427
